,location,floor,floors_count,rooms_count,total_meters,price,year_of_construction,living_meters,kitchen_meters,district,underground,meter_price
110,Москва,4.0,6.0,1.0,31.4,28500000.0,2023.0,15.0,6.3,Хамовники,Парк Культуры,907643.31
111,Москва,18.0,35.0,1.0,48.5,21700000.0,2022.0,25.5,18.0,Раменки,Аминьевская,447422.68
112,Москва,7.0,13.0,1.0,58.8,37642247.0,2024.0,45.1,8.7,Даниловский,Тульская,640174.27
113,Москва,5.0,21.0,1.0,48.4,21250000.0,2024.0,15.8,15.5,Щукино,Щукинская,439049.59
114,Москва,21.0,22.0,1.0,39.0,11300000.0,1985.0,19.1,10.0,Братеево,Алма-Атинская,289743.59
115,Москва,12.0,18.0,1.0,53.4,62039716.0,2025.0,,,Дорогомилово,Москва-Сити,1161792.43
116,Москва,3.0,14.0,1.0,43.5,12000000.0,1989.0,20.0,9.0,Марьино,Марьино,275862.07
117,Москва,2.0,9.0,1.0,32.9,8900000.0,1971.0,21.0,6.0,Богородское,Преображенская площадь,270516.72
118,Москва,6.0,13.0,1.0,85.04,130383328.0,2025.0,45.8,15.8,Мещанский,Цветной бульвар,1533200.0
119,Москва,4.0,13.0,1.0,43.6,37500000.0,2006.0,14.0,16.8,Пресненский,Улица 1905 года,860091.74
120,Москва,15.0,15.0,1.0,40.6,11890000.0,2018.0,20.0,10.0,Москва,Прокшино,292857.14
121,Москва,2.0,22.0,1.0,31.4,17903652.0,2025.0,,,Марьина роща,Савёловская,570180.0
122,Москва,4.0,7.0,1.0,33.56,5600000.0,2024.0,12.5,10.5,Москва,Рассказовка,166865.32
123,Москва,15.0,22.0,1.0,37.5,22758750.0,2025.0,14.1,12.9,Хорошево-Мневники,Мнёвники,606900.0
124,Москва,2.0,9.0,1.0,32.2,8100000.0,1970.0,20.0,6.0,Чертаново Центральное,Южная,251552.8
125,Москва,6.0,50.0,1.0,49.3,25621210.0,2027.0,14.1,17.9,Раменки,Мичуринский проспект,519700.0
126,Москва,13.0,16.0,1.0,22.17,7731410.0,2027.0,10.0,5.1,Бирюлево Восточное,Орехово,348732.97
127,Москва,2.0,11.0,1.0,32.6,7731089.0,2027.0,9.5,,Крюково,Зеленоград — Крюково,237149.97
128,Москва,10.0,22.0,1.0,36.28,7726475.0,2026.0,12.0,13.5,Москва,Летово,212967.89
129,Москва,4.0,17.0,1.0,36.2,7733080.0,2026.0,10.6,18.2,Южное Бутово,Щербинка,213620.99
130,Москва,1.0,9.0,1.0,44.48,7728000.0,2025.0,16.4,19.5,Москва,Силикатная,173741.01
131,Москва,1.0,16.0,1.0,34.54,7664358.0,2025.0,16.3,10.8,Молжаниновский,Новоподрезково,221898.03
132,Москва,1.0,14.0,1.0,39.2,7757680.0,2026.0,10.9,17.8,Москва,Рассказовка,197900.0
133,Москва,1.0,12.0,1.0,43.31,7758553.0,2025.0,11.4,16.6,Москва,Силикатная,179139.99
134,Москва,6.0,9.0,1.0,36.15,7831355.0,2026.0,11.3,10.2,Москва,Рассказовка,216634.99
135,Москва,8.0,10.0,1.0,35.0,7965753.0,2026.0,12.5,12.4,Москва,Толстопальцево,227592.94
136,Москва,3.0,9.0,1.0,33.9,7903030.0,2026.0,12.9,9.9,Москва,Толстопальцево,233127.73
137,Москва,9.0,9.0,1.0,43.65,7956216.0,2025.0,12.3,22.4,Москва,Силикатная,182272.99
138,Москва,6.0,22.0,1.0,26.3,7942600.0,2025.0,6.6,10.4,Москва,Прокшино,302000.0
139,Москва,11.0,16.0,1.0,42.2,8110408.0,2024.0,13.9,13.1,Москва,Филатов Луг,192189.76
140,Москва,9.0,9.0,1.0,38.28,8099436.0,2025.0,25.4,4.3,Москва,Рассказовка,211584.01
141,Москва,2.0,9.0,1.0,40.79,8105789.0,2025.0,11.0,21.3,Москва,Рассказовка,198720.0
142,Москва,8.0,23.0,1.0,37.74,8188091.0,2025.0,12.4,12.1,Москва,Румянцево,216960.55
143,Москва,2.0,23.0,1.0,35.13,8150776.0,2025.0,9.7,16.4,Москва,Румянцево,232017.53
144,Москва,11.0,17.0,1.0,38.14,8231415.0,2025.0,10.5,19.3,Москва,Филатов Луг,215821.05
145,Москва,3.0,23.0,1.0,41.5,8263480.0,2026.0,13.1,13.7,Москва,Филатов Луг,199120.0
146,Москва,16.0,16.0,1.0,38.2,8254881.0,2024.0,10.4,11.3,Москва,Филатов Луг,216096.36
147,Москва,2.0,16.0,1.0,38.6,8275112.0,2024.0,10.5,11.3,Москва,Филатов Луг,214381.14
148,Москва,5.0,17.0,1.0,40.0,8298600.0,2025.0,10.3,21.3,Москва,Филатов Луг,207465.0
149,Москва,3.0,15.0,1.0,38.84,8298207.0,2024.0,10.5,19.2,Москва,Щербинка,213651.06
150,Москва,2.0,2.0,1.0,15.1,8300000.0,1900.0,8.1,2.0,Басманный,Курская,549668.87
151,Москва,6.0,28.0,1.0,37.9,8318291.0,2027.0,9.2,14.0,Крюково,Зеленоград — Крюково,219479.97
